id,link,title,availability,description,image link,price,sale price,brand,mpn,identifier exists,condition,item group id,product details,unit price measure,unit price base measure,shipping weight,additional image links
254b187f-ca30-ae00-1169-af12793c7028,https://www.natole.store/product-page/%D0%B0%D0%BD%D1%87%D0%BE%D1%83%D1%81-1-%D1%81%D0%BE%D1%80%D1%82?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Анчоус - 1 сорт 500грам,instock,<p>Анчоус - окремий вид мистетства серед снеків!</p><p>Немає і приблизно схожих снеків які б нагадували смак анчоусу .</p><p></p><p>Дуже солона і дуже маленька рибка займає окреме місце у сердцях гурманів .</p>,https://static.wixstatic.com/media/145cef_1bc3561579674c40b7d9ca53ac518a2a~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,254,254,Natole store,254b187f-ca30-ae00-1169-af12793c7028,true,new,,,,,,
e95cb02a-e763-b802-7db9-73f52e6df0e6,https://www.natole.store/product-page/%D0%B2%D0%BE%D1%81%D1%8C%D0%BC%D0%B8%D0%BD%D1%96%D0%B3-%D1%81%D0%BE%D0%BB-%D1%81%D1%83%D1%88-%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9-1-%D1%81%D0%BE%D1%80%D1%82?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Восьминіг сол-суш великий 500грам,instock,<p>Щупальця восьминіга - слайси</p><p>Ніжне м‘ясо має трохи сладкуватий присмак з вираженим смаком кальмару</p><p>В міру солоний та ніжний</p>,https://static.wixstatic.com/media/3df2bb_481fac8e91a5495ea3b5890cdba72569~mv2.jpg/v1/fit/w_739%2Ch_739%2Cq_90/file.jpg,455,455,Natole store,e95cb02a-e763-b802-7db9-73f52e6df0e6,true,new,,,,,,
2dbb3273-65f1-7c66-4e31-46f973dbdefc_0,https://www.natole.store/product-page/%D0%B3%D0%BE%D0%BB%D0%B4-%D1%84%D1%96%D1%88-%D0%BC%D0%B5%D1%82%D0%B5%D0%BB%D0%B8%D0%BA?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Голд фіш (метелик) 500грам,instock,"<p>Голд-Фіш - риба з роду Вомера. Оброблена у вигляді метелика, риба Голд Фіш є відмінним рибним снеком. За розміром вона в середньому має довжину близько 10 см. і практично таку ж ширину. М'ясо риби жовте і має середню жорсткість. Шкіра риби сіре з темними плямками і сріблястим відливом. </p><p></p><p></p>",https://static.wixstatic.com/media/145cef_761278056bee4681b6defc0e579e3e90~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,351,351,Natole store,2dbb3273-65f1-7c66-4e31-46f973dbdefc_0,true,new,2dbb3273-65f1-7c66-4e31-46f973dbdefc,:Вага:500г.,,,,
b94ac956-9b6a-45b4-d83d-a22a39ec56cc_0,https://www.natole.store/product-page/%D0%B3%D0%BE%D1%80%D0%B1%D1%83%D1%88%D0%B0-1-%D1%81%D0%BE%D1%80%D1%82?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Горбуша - 1 сорт  500грам,instock,"<p>Горбуша солоно сушена -смачний та ситний снек!</p><p>Особлива технологія виготовлення дозволяє зберегти усі смакові властивості а головне продовжити термін зберігання цієї чудової риби , а додавання перцю підкреслює її чудовий смак та додає пікантності.</p>",https://static.wixstatic.com/media/145cef_f31d24754e014accb3346f39a934abdf~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,345,345,Natole store,b94ac956-9b6a-45b4-d83d-a22a39ec56cc_0,true,new,b94ac956-9b6a-45b4-d83d-a22a39ec56cc,:Вага:500г.,,,,
890974a1-7ca8-3b96-09c6-f275f7172b77,https://www.natole.store/product-page/%D1%96%D0%BA%D1%80%D1%8F%D0%BD%D1%96-%D0%BF%D0%B0%D0%BB%D0%B8%D1%87%D0%BA%D0%B8-%D1%84%D1%96%D1%80%D0%BC%D0%BE%D0%B2%D1%96-%D1%82%D0%BC?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Ікряні палички ""Фірмові"" ТМ",instock,"<p>Рибна паличка з лосося на даний момент є одним з найпопулярніших снеків в нашій країні, користуючись попитом багатьох споживачів в якості закуски до пива. Продукту не потрібні спеціальні умови для зберігання. Снек виробляється з якісної сировини на високотехнологічному обладнанні. Через насичений і оригінальний смак даний снек є прекрасною закускою до пива.</p>",https://static.wixstatic.com/media/145cef_d7fa2d7060334031b4f868f9fd7d8ed6~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,514,514,Natole store,890974a1-7ca8-3b96-09c6-f275f7172b77,true,new,,,1.00 kg,1.00 kg,,
8437e6b7-3ee8-c4bf-0805-53bd84d57c6d,https://www.natole.store/product-page/%D1%96%D0%BA%D1%80%D1%8F%D0%BD%D1%96-%D0%BF%D0%B0%D0%BB%D0%B8%D1%87%D0%BA%D0%B8-%D0%BC%D0%B5%D0%BB%D1%96%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Соломка лосося ( ікряник ) 1 кг,instock,"<p>Рибна паличка з лосося на даний момент є одним з найпопулярніших снеків в нашій країні, користуючись попитом багатьох споживачів в якості закуски до пива. Продукту не потрібні спеціальні умови для зберігання. Снек виробляється з якісної сировини на високотехнологічному обладнанні. Через насичений і оригінальний смак даний снек є прекрасною закускою до пива.</p>",https://static.wixstatic.com/media/145cef_73b75005f8ed490799580083a3461ea9~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,540,540,Natole store,8437e6b7-3ee8-c4bf-0805-53bd84d57c6d,true,new,,,1.00 kg,1.00 kg,,
d907d278-2700-ada7-99f9-5f134d3f4eac,https://www.natole.store/product-page/%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80-%D0%BA%D1%83%D0%B1%D0%B8%D0%BA%D0%B8?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Кальмар кубики 500 грам,instock,,https://static.wixstatic.com/media/145cef_bc42516d6f664863b7d26cc25c1c495d~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,355,355,Natole store,d907d278-2700-ada7-99f9-5f134d3f4eac,true,new,,,,,,
f363390e-2c36-9ab3-eafc-db669f1ad2c6_0,https://www.natole.store/product-page/%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80-%D1%88%D0%B0%D0%BD%D1%85%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9-%D0%B3%D0%BE%D1%81%D1%82%D1%80%D0%B8%D0%B9?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Кальмар Шанхайский (гострий) 500грам,instock,"<p>Кальмар по Шанхайські-це солоно-сушене філе кальмара з солодко-солоним смаком з додаванням прянощів що роблять його неймовірно пікантним та смачним.Свіжий кальмар спершу замочується в маслі, а потім висушується певний час, до додання необхідних смакових якостей одного з найсмачніших снеків .</p>",https://static.wixstatic.com/media/145cef_6e40bdd5330f49919431713f780adf26~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,371,371,Natole store,f363390e-2c36-9ab3-eafc-db669f1ad2c6_0,true,new,f363390e-2c36-9ab3-eafc-db669f1ad2c6,:Вага:500г.,,,,
f38209d7-2b22-4eac-7e6c-6c60920414a8_0,https://www.natole.store/product-page/%D0%BA%D1%96%D0%BB%D1%8C%D1%86%D0%B5-%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80%D1%83?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Кільце кальмару 500грам,instock,"<p>Кільця кальмару солоно-сушені</p><p></p><p>Перуанський кальмар подрібнений тонкими кільцями має тонкий солодко-солоний смак</p><p>Має ніжну , але в той же час пружну структуру. Відчувається дуже тонкий аромат копчення цого неймовірного снека.</p>",https://static.wixstatic.com/media/145cef_f55880d12a674d39be67f6137ce8f51a~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,390,390,Natole store,f38209d7-2b22-4eac-7e6c-6c60920414a8_0,true,new,f38209d7-2b22-4eac-7e6c-6c60920414a8,:Вага:500г.,,,,
a75ebd86-910d-0d1a-a3c1-c7b3cd8878e7_0,https://www.natole.store/product-page/%D0%BA%D1%80%D0%B0%D0%B1%D0%BE%D0%B2%D1%96-%D1%81%D0%BC%D1%83%D0%B3%D0%B8?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Крабові смуги 500грам,instock,"<p>Крабові смуги - найкорисніший з кальмарових смаколиків !</p><p>Філе перуанського кальмару пресують та сушать , а потім розрізають на смужки</p><p></p><p>Має пружну текстуру та неймовірний аромат крабу</p>",https://static.wixstatic.com/media/145cef_47f5cfd542174225bef02c1464711499~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,403,403,Natole store,a75ebd86-910d-0d1a-a3c1-c7b3cd8878e7_0,true,new,a75ebd86-910d-0d1a-a3c1-c7b3cd8878e7,:Вага:500г.,,,,
e66561c2-3f9a-11b7-fb1e-7d2e8706f94c,https://www.natole.store/product-page/%D0%BF%D0%B0%D0%B2%D1%83%D1%82%D0%B8%D0%BD%D0%BA%D0%B0?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Павутинка кальмару 1кг,instock,"<p> Павутинка кальмара з червоним перцем готується з м'яса кальмарів за особливим рецептом. У процесі приготування цієї закуски в тонко нарізані палички кальмарів додають соєвий соус і це надає їм особливо пікантний смак, в той же час досить насичений.</p>",https://static.wixstatic.com/media/145cef_eb270cb4670040f8bb049c163c8ee6a1~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,715,715,Natole store,e66561c2-3f9a-11b7-fb1e-7d2e8706f94c,true,new,,,1.00 kg,1.00 kg,,
e58aee17-e0f9-3324-2873-62ffcb326038_0,https://www.natole.store/product-page/%D0%BF%D0%B0%D0%B2%D1%83%D1%82%D0%B8%D0%BD%D0%BA%D0%B0-%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80%D0%B0-%D0%B7-%D0%BF%D0%B5%D1%80%D1%86-1-%D1%81%D0%BE%D1%80%D1%82?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Павутинка кальмара з перц. - 1 сорт 500грам,instock,"<p> Павутинка кальмара з червоним перцем готується з м'яса кальмарів за особливим рецептом. У процесі приготування цієї закуски в тонко нарізані палички кальмарів додають соєвий соус і це надає їм особливо пікантний смак, в той же час досить насичений.</p>",https://static.wixstatic.com/media/145cef_939674f7657349018054cadde26a896e~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,364,364,Natole store,e58aee17-e0f9-3324-2873-62ffcb326038_0,true,new,e58aee17-e0f9-3324-2873-62ffcb326038,:Вага:500г.,,,,
c904fd94-964c-a1eb-e429-8dafb30f6b10,https://www.natole.store/product-page/%D0%BF%D0%B0%D0%BB%D0%B8%D1%87%D0%BA%D0%B0-%D0%BA%D0%B5%D1%84%D0%B0%D0%BB%D1%96-%D0%B2%D0%B0%D0%BA%D1%83%D1%83%D0%BC?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Паличка кефалі (вакуум),instock,,https://static.wixstatic.com/media/145cef_e610571ec11d4359be7285ea0f2139c2~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,910,910,Natole store,c904fd94-964c-a1eb-e429-8dafb30f6b10,true,new,,,,,,
f474c918-8bb4-c654-aef3-49908c72a644_0,https://www.natole.store/product-page/%D0%BF%D0%B5%D1%80%D1%83%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9-%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Перуанський кальмар 500грам,instock,"<p>Перуанський кальмар-це солоно-сушене філе кальмара з солодко-солоним смаком. Арахісове масло робить цей морепродукт більш оригінальним і пікантним. Свіжий кальмар спершу замочується в маслі, а потім висушується певний час, до додання необхідних смакових якостей одного з найсмачніших солоно-сушених снеків.</p>",https://static.wixstatic.com/media/145cef_c0f1db24adf3425c83bfd44e7fb966c3~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,364,364,Natole store,732d36f0-2225-4bb9-bb3c-4facdf3b9506,true,new,f474c918-8bb4-c654-aef3-49908c72a644,:Вага:500г.,,,,
6dd860a2-db49-7eff-17fe-b6a2f14231c4,https://www.natole.store/product-page/%D0%BF%D0%BB%D0%B0%D1%81%D1%82-%D0%BA%D1%80%D0%B0%D0%B1%D1%83?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Пласт крабу 500грам,instock,"<p>Пласт крабу - найкорисніший з кальмарових смаколиків !</p><p>Філе перуанського кальмару пресують та сушать , завдяки чому цей снек має пружну і в той же час ніжну текстуру</p><p></p>",https://static.wixstatic.com/media/145cef_73bb85891d724b348789e169143d97d3~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,416,416,Natole store,6dd860a2-db49-7eff-17fe-b6a2f14231c4,true,new,,,,,0.5 kg,
62c27cfb-bb43-273c-95aa-af63daafb7fd,https://www.natole.store/product-page/%D0%BF%D1%83%D1%82%D0%B0%D1%81%D1%83-%D1%89%D1%83%D0%BA%D0%B0-%D0%B7-%D0%BF%D0%B5%D1%80%D1%86%D0%B5%D0%BC?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Путасу з перцем (щука ) 500грам,instock,"<p>Путасу з перцем – відмінний варіант для тих, хто любить погарячіше. Іноді рибці під пиво недостатньо просто бути солоною, адже коли гострота викликає в роті справжню пожежу, загасити його келихом холодного пива буде неймовірно приємно. Власне, за реалізацію подібних відчуттів ця закуска і отримала таку популярність. Пікантні смакові якості повною мірою реалізують завдання, що має виконувати закуска під пиво для великої і дружної компанії.</p>",https://static.wixstatic.com/media/145cef_62547126a922453f8707673d8a36d0cf~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,364,364,Natole store,62c27cfb-bb43-273c-95aa-af63daafb7fd,true,new,,,,,,
6a1f39c4-4cc0-7b9f-673b-9333c10bf225,https://www.natole.store/product-page/%D0%BF%D1%83%D1%82%D0%B0%D1%81%D1%83-%D1%89%D1%83%D0%BA%D0%B0?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Путасу (щука) 500грам,instock,"<p>Філе путасу - солонувате філе цієї рибки дуже схоже за смаком на щуку</p><p>Ніжне м‘ясо без кісточок та шкіри вже оцінили гурмани по всій Україні , що зробило іі одним з найпопулярніших снеків </p>",https://static.wixstatic.com/media/145cef_541a6de81a9b4803bc98de70d1dc9128~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,364,364,Natole store,6a1f39c4-4cc0-7b9f-673b-9333c10bf225,true,new,,,,,,
4effb1d6-8a38-3dce-6190-c75e70033a21,https://www.natole.store/product-page/%D1%80%D0%B8%D0%B1%D0%BD%D0%B0-%D0%BF%D0%B0%D0%B2%D1%83%D1%82%D0%B8%D0%BD%D0%BA%D0%B0-%D0%B7-%D0%BF%D0%B5%D1%80%D1%86%D0%B5%D0%BC?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Рибна павутинка (з перцем) 500 грам,instock,"<p>Рибна павутина з перцем – не поступається іншим видам закусок з риби чи морепродуктів. Сушена павутина , це звичайна путасу , яка солиться і обробляється сушінням. Сушена рибна павутина - ласощі гурманів, так як у цій рибці майже немає кісток. Рибні ласощі мають приємний, злегка золотистий колір та легку гостринку.</p>",https://static.wixstatic.com/media/145cef_7ed990602931453e880461d44404dc22~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,384,384,Natole store,4effb1d6-8a38-3dce-6190-c75e70033a21,true,new,,,1.00 kg,1.00 kg,,
63f20233-d976-a567-a132-3c55328f5231,https://www.natole.store/product-page/%D1%81%D0%BC%D1%83%D0%B3%D0%B8-%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80%D1%83?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Смуги кальмару 500грам,instock,"<p>Смуги перуанського кальмару-це солоно-сушене філе кальмара з солодко-солоним смаком подрібнене на смуги. Арахісове масло робить цей морепродукт більш оригінальним і пікантним. Свіжий кальмар спершу замочується в маслі, а потім висушується певний час, до додання необхідних смакових якостей одного з найсмачніших солоно-сушених снеків. </p>",https://static.wixstatic.com/media/145cef_8ee3aa7371634d728c1669c4304ac69c~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,423,423,Natole store,63f20233-d976-a567-a132-3c55328f5231,true,new,,,500.00 g,1.00 kg,,
d7ff8ea3-2a8d-7737-3eeb-ac88b4f3f8d7,https://www.natole.store/product-page/%D1%81%D0%BC%D1%83%D0%B6%D0%BA%D0%B0-%D1%82%D1%80%D1%96%D1%81%D0%BA%D0%B8?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Смужка тріски 500грам,instock,<p>Смужка тріски солоно сушена -смачний та ситний снек!</p><p>Особлива технологія виготовлення дозволяє зберегти усі смакові властивості а головне продовжити термін зберігання цієї чудової риби</p>,https://static.wixstatic.com/media/145cef_753d9c778c634b9bb79d45c3f6aee4c7~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,332,332,Natole store,d7ff8ea3-2a8d-7737-3eeb-ac88b4f3f8d7,true,new,,,,,,
d7319ac9-8fa5-ea88-b160-3c97ccd5a6af_0,https://www.natole.store/product-page/%D1%81%D1%82%D1%80%D1%83%D0%B6%D0%BA%D0%B0-%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80%D1%83?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Стружка кальмару 500грам,instock,"<p>Стружка кальмару - це одна з найпопулярніших кальмарных снеків. Товар володіє відмінною якістю, смаком, м'якою текстурою, неперевершеним ароматом.</p>",https://static.wixstatic.com/media/145cef_2739b089a9f54ac6ac7720161d924f8f~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,358,358,Natole store,d7319ac9-8fa5-ea88-b160-3c97ccd5a6af_0,true,new,d7319ac9-8fa5-ea88-b160-3c97ccd5a6af,:Вага:500г.,,,,
3b98d888-6d57-e902-7ff7-fe58bee62ffc,https://www.natole.store/product-page/%D1%81%D1%82%D1%80%D1%83%D0%B6%D0%BA%D0%B0-%D0%BA%D1%80%D0%B0%D0%B1%D1%83?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Стружка крабу 500грам,instock,"<p>Стружка кальмара зі смаком крабу - це одна з найпопулярніших кальмарных снеків. Товар володіє відмінною якістю, смаком, м'якою текстурою, неперевершеним ароматом.</p>",https://static.wixstatic.com/media/145cef_5bbcd526acbc462b9929a9f82bc47039~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,371,371,Natole store,3b98d888-6d57-e902-7ff7-fe58bee62ffc,true,new,,,,,,
05e99bec-c871-4772-4658-fda319c29e05,https://www.natole.store/product-page/%D1%81%D1%8C%D0%BE%D0%BC%D0%B3%D0%B0-1-%D1%81%D0%BE%D1%80%D1%82?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Сьомга - 1 сорт , 1кг",instock,<p>Палочка сьомги - виготовляється за технологією ікряників та відрізняється дише формою та сировиною. </p><p>Продукту не потрібні спеціальні умови для зберігання. Снек виробляється з якісної сировини на високотехнологічному обладнанні. Через насичений і оригінальний смак даний снек є прекрасною закускою до пива.</p>,https://static.wixstatic.com/media/145cef_e98b19673c7143368f99a52ebfaa0a72~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,585,585,Natole store,05e99bec-c871-4772-4658-fda319c29e05,true,new,,,1.00 kg,1.00 kg,,
3350538b-94f7-49b6-9b59-aa933dedeac1,https://www.natole.store/product-page/%D0%B6%D0%BE%D0%B2%D1%82%D0%B8%D0%B9-%D1%81%D0%BC%D1%83%D0%B3%D0%B0%D1%81%D1%82%D0%B8%D0%BA?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Жовтий смугастик 500 грам,instock,"<p>Ця рибка є однією з найбільш популярних пивних смаколиків у багатьох країнах світу . Також смугастик один з перших рибних снеків на ринку України . Їсти жовтий смугастик солоно-сушений легко і просто. У сушеному вигляді рибка розпластаний на дві половинки, зігнувши навпіл, легко очищаєте шкірку. Філе рибки не пересушена, тому жується з задоволенням. Смак смугастика солоний без гіркуватості.</p>",https://static.wixstatic.com/media/145cef_f07088a6aef24f578859f549ad2050b7~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,358,358,Natole store,3350538b-94f7-49b6-9b59-aa933dedeac1,true,new,,,,,,https://static.wixstatic.com/media/145cef_86531080c2614f869b3988e0125cbeaf~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg
9190c1e5-4981-3470-2cfa-045fddcd54d6,https://www.natole.store/product-page/%D1%82%D1%80%D1%96%D1%81%D0%BA%D0%B0-%D0%B7-%D0%BF%D0%B5%D1%80%D1%86%D0%B5%D0%BC?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Тріска з перцем 500 грам,instock,"<p>Сушена тріска з перцем  – не поступається іншим видам закусок з риби чи морепродуктів. Сушена і просолена спинка тріски з перцем , це звичайна тріска, яка солиться і обробляється сушінням. Сушене філе тріски - ласощі гурманів, так як у цій рибці майже немає кісток. Рибні ласощі мають приємний, злегка золотистий колір та легку гостринку .</p>",https://static.wixstatic.com/media/145cef_0807efce03ea4be683ce03567be8e9c2~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,338,338,Natole store,9190c1e5-4981-3470-2cfa-045fddcd54d6,true,new,,,,,,
815b5ff6-4a5d-e4be-4d98-13ada8e77509,https://www.natole.store/product-page/%D1%82%D1%80%D1%96%D1%81%D0%BA%D0%B0-%D1%81%D0%BE%D0%BB-%D1%81%D1%83%D1%88?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Тріска сол-суш 500грам,instock,"<p>Сушена тріска – не поступається іншим видам закусок з риби чи морепродуктів. Сушена і просолена спинка тріски, це звичайна тріска, яка солиться і обробляється сушінням. Сушене філе тріски - ласощі гурманів, так як у цій рибці майже немає кісток. Рибні ласощі мають приємний, злегка золотистий колір.</p>",https://static.wixstatic.com/media/145cef_a061f6e46917405c8a7756ed1476d7d3~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,338,338,Natole store,815b5ff6-4a5d-e4be-4d98-13ada8e77509,true,new,,,,,,
d3d35aa1-c525-281c-f9b7-a5bda53e584b,https://www.natole.store/product-page/%D1%82%D1%83%D0%BD%D0%B5%D1%86%D1%8C-1-%D1%81%D0%BE%D1%80%D1%82?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Тунець - 1 сорт  500г,instock,"<p>Філе тунця солоно-сушене </p><p>Ідеальна закуска до пива без кісточок та шкіри</p><p></p><p>Ніжне філе ,вищого ґатунку , прийде до смаку майже усім цінувачам рибних снеків </p><p></p>",https://static.wixstatic.com/media/145cef_10b5463cdfba49c4a9e99641e31e9f00~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,371,371,Natole store,d3d35aa1-c525-281c-f9b7-a5bda53e584b,true,new,,,,,,
2e0fab87-1b14-91a9-d513-99709f699a77,https://www.natole.store/product-page/%D1%82%D1%83%D0%BD%D0%B5%D1%86%D1%8C-%D0%B7-%D0%BF%D0%B5%D1%80%D1%86%D0%B5%D0%BC?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Тунець з перцем 500 грам,instock,,https://static.wixstatic.com/media/145cef_bd7b9f50955f40b5ae196c3b92a5a5aa~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,338,338,Natole store,2e0fab87-1b14-91a9-d513-99709f699a77,true,new,,,,,,
55037fa1-4ee3-d810-f202-480cdb79361a,https://www.natole.store/product-page/%D1%87%D0%B8%D0%BB%D1%96-%D0%BA%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0%D1%80?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Чилі кальмар 500грам,instock,"<p>Перуанський кальмар ЧИЛІ-це солоно-сушене філе кальмара з солодко-солоним смаком і неймовірною пікантністю перцю Чилі . Арахісове масло робить цей морепродукт більш оригінальним і пікантним. Свіжий кальмар спершу замочується в маслі, а потім висушується певний час, до додання необхідних смакових якостей одного з найсмачніших солоно-сушених снеків.</p>",https://static.wixstatic.com/media/145cef_5516cf035b6545168cfb1f1245515dbc~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,423,423,Natole store,55037fa1-4ee3-d810-f202-480cdb79361a,true,new,,,,,,
b0967b37-8081-9530-f4d9-3d0fe92015b8,https://www.natole.store/product-page/%D0%B0%D1%80%D0%B0%D1%85%D1%96%D1%81-%D0%B1%D0%B5%D0%BA%D0%BE%D0%BD?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Арахіс бекон,instock,"<p>Арахіс смажений зі смаком бекону</p><p>не лише ідеальне доповнення до пінного , але і  чудова самостійна закуска.</p><p></p><p>Наш інтернет-магазин пропонує вам купити арахіс смажений зі смаком бекону за доступною ціною. Ми пропонуємо тільки натуральний продукт, доставку якого можна замовити в будь-яку точку України.</p>",https://static.wixstatic.com/media/145cef_e123729563bc41038171b0c80949a3ee~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,202,202,Natole store,b0967b37-8081-9530-f4d9-3d0fe92015b8,true,new,,,1.00 kg,1.00 kg,,
57bc302b-7298-65fa-295e-f6b44fea32ac,https://www.natole.store/product-page/%D0%B0%D1%80%D0%B0%D1%85%D1%96%D1%81-%D0%B2%D0%B0%D1%81%D0%B0%D0%B1%D1%96?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Арахіс васабі,instock,"<p>Арахіс зі смаком вассабі - ідеальний варіант для цінувачей гостренького та поживного!</p><p>Смачний та засмажений арахіс з пікантним вассабі вартий вашої уваги</p><p></p><p>Наш інтернет-магазин пропонує вам купити арахіс вассабі за доступною ціною. Ми пропонуємо тільки натуральний продукт, доставку якого можна замовити в будь-яку точку України.</p>",https://static.wixstatic.com/media/145cef_ef149e81b5354d79acc614194161e1ca~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,202,202,Natole store,57bc302b-7298-65fa-295e-f6b44fea32ac,true,new,,,1.00 kg,1.00 kg,,
a22ca4e6-dcc8-2e81-c032-53a7354b2476,https://www.natole.store/product-page/%D0%B0%D1%80%D0%B0%D1%85%D1%96%D1%81-%D1%81%D0%B8%D1%80?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Арахіс сир,instock,"<p>Арахіс смажений зі смаком сиру </p><p>не лише ідеальне доповнення до пінного , але і  чудова самостійна закуска.</p><p></p><p>Наш інтернет-магазин пропонує вам купити арахіс смажений зі смаком сиру за доступною ціною. Ми пропонуємо тільки натуральний продукт, доставку якого можна замовити в будь-яку точку України.</p>",https://static.wixstatic.com/media/145cef_3cc1357166f84a8e96759b09fe71c07c~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,202,202,Natole store,a22ca4e6-dcc8-2e81-c032-53a7354b2476,true,new,,,1.00 kg,1.00 kg,,
